,month,peak,gain,average
53,2010-01-01,171430.0,10787.0,0.0
54,2010-02-01,148816.0,22614.0,0.0
55,2010-03-01,176642.0,27826.0,0.0
56,2010-04-01,167923.0,8719.0,0.0
57,2010-05-01,285535.0,121772.0,0.0
58,2010-06-01,151931.0,133604.0,0.0
59,2010-07-01,134295.0,17636.0,0.0
60,2010-08-01,144459.0,10164.0,0.0
61,2010-09-01,152887.0,8428.0,0.0
62,2010-10-01,156446.0,3657.0,0.0
63,2010-11-01,163613.0,7167.0,0.0
64,2010-12-01,165713.0,2168.0,0.0
65,2011-01-01,178599.0,13188.0,0.0
66,2011-02-01,173494.0,5105.0,0.0
67,2011-03-01,167261.0,6233.0,0.0
68,2011-04-01,153999.0,13262.0,0.0
69,2011-05-01,141897.0,12102.0,0.0
70,2011-06-01,142446.0,3881.0,0.0
71,2011-07-01,123425.0,19021.0,0.0
72,2011-08-01,131653.0,8486.0,0.0
73,2011-09-01,131514.0,2103.0,0.0
74,2011-10-01,135840.0,5176.0,0.0
75,2011-11-01,133647.0,6145.0,0.0
76,2011-12-01,140514.0,7779.0,0.0
77,2012-01-01,152253.0,11739.0,0.0
78,2012-02-01,150030.0,2903.0,0.0
79,2012-03-01,149702.0,2446.0,0.0
80,2012-04-01,139991.0,10983.0,0.0
81,2012-05-01,126234.0,15797.0,0.0
82,2012-06-01,120396.0,5838.0,0.0
83,2012-07-01,159255.0,60199.0,0.0
84,2012-08-01,159370.0,1969.0,0.0
85,2012-09-01,140031.0,20803.0,0.0
86,2012-10-01,155818.0,15789.0,0.0
87,2012-11-01,159238.0,5390.0,0.0
88,2012-12-01,148362.0,27472.0,0.0
89,2013-01-01,151841.0,4321.0,0.0
90,2013-02-01,144267.0,8292.0,0.0
91,2013-03-01,128818.0,15449.0,0.0
92,2013-04-01,138531.0,32217.0,0.0
93,2013-05-01,125199.0,13336.0,0.0
94,2013-06-01,111218.0,13981.0,0.0
95,2013-07-01,116438.0,11504.0,0.0
96,2013-08-01,122345.0,5907.0,0.0
97,2013-09-01,124472.0,2127.0,0.0
98,2013-10-01,166374.0,41902.0,0.0
99,2013-11-01,171672.0,5298.0,0.0
100,2013-12-01,183871.0,12231.0,0.0
101,2014-01-01,202520.0,18649.0,0.0
102,2014-02-01,239175.0,52807.0,0.0
103,2014-03-01,233953.0,5794.0,0.0
104,2014-04-01,233835.0,10830.0,0.0
105,2014-05-01,233847.0,6972.0,0.0
106,2014-06-01,251282.0,23339.0,0.0
107,2014-07-01,329466.0,88168.0,0.0
108,2014-08-01,328267.0,3225.0,0.0
109,2014-09-01,314963.0,16066.0,0.0
110,2014-10-01,404729.0,89766.0,0.0
111,2014-11-01,429231.0,24502.0,0.0
112,2014-12-01,506492.0,77261.0,0.0
113,2015-01-01,518870.0,12636.0,0.0
114,2015-02-01,652940.0,145792.0,0.0
115,2015-03-01,618109.0,34831.0,0.0
116,2015-04-01,615659.0,5034.0,0.0
117,2015-05-01,725151.0,113194.0,0.0
118,2015-06-01,651662.0,73489.0,0.0
119,2015-07-01,584839.0,66823.0,0.0
120,2015-08-01,857320.0,275039.0,0.0
121,2015-09-01,763829.0,94517.0,0.0
122,2015-10-01,826148.0,62327.0,0.0
123,2015-11-01,733679.0,97085.0,0.0
124,2015-12-01,867769.0,134090.0,0.0
125,2016-01-01,714744.0,159499.0,0.0
126,2016-02-01,785773.0,72165.0,0.0
127,2016-03-01,845234.0,64339.0,0.0
128,2016-04-01,889459.0,55007.0,0.0
129,2016-05-01,673484.0,215975.0,0.0
130,2016-06-01,613756.0,59748.0,0.0
131,2016-07-01,668393.0,59255.0,0.0
132,2016-08-01,631402.0,37701.0,0.0
133,2016-09-01,671478.0,40076.0,0.0
134,2016-10-01,697025.0,25547.0,0.0
135,2016-11-01,664428.0,37125.0,0.0
136,2016-12-01,702226.0,37798.0,0.0
137,2017-01-01,858017.0,155791.0,0.0
138,2017-02-01,785343.0,72674.0,0.0
139,2017-03-01,780831.0,4556.0,0.0
140,2017-04-01,728537.0,52294.0,0.0
141,2017-05-01,729279.0,3166.0,0.0
142,2017-06-01,644596.0,84695.0,0.0
143,2017-07-01,670361.0,25765.0,0.0
